,Long,Lat,Code,Campground,Type,City,State
,47.952,-91.722,FALL,Fall Lake,NF,Ely,MN
,47.608,-96.046,FARM,Farmers Union,CP,Erskine,MN
,46.145,-93.488,FATH,Father Hennepin State Park,SP,Isle,MN
,48.551,-95.154,FAUN,Faunce - Beltrami Island SF,SF,Forest Area,MN
,47.996,-91.915,FENS,Fenske Lake,NF,Ely,MN
,47.414,-91.241,FIN3,Finland - Finland State Forest,SF,Finland,MN
,47.505,-92.171,FISH,Fishermans Point City Campground,CP,Hoyt Lakes,MN
,44.295,-94.46,FLAN,Flandrau State Park,SP,New Ulm,MN
,46.93,-92.911,FLOO,Floodwood Municipal,CP,Floodwood,MN
,48.053,-90.408,FLOU,Flour Lake,NF,Grand Marais,MN
,46.66,-92.281,FOND,Fond du Lac City,CP,Duluth,MN
,43.64,-92.212,FORE,Forestville Mystery Cave State Park,SP,Preston,MN
,44.452,-94.729,FORT,Fort Ridgely State Park,SP,Fairfax,MN
,47.574,-95.755,FOST,Fosston City Campground,CP,Fosston,MN
,46.63,-94.869,FRAM,Frames Landing Campsite,CP,Nimrod,MN
,48.642,-94.059,FRAN,Franz Jevne State Park,SP,Birchdale,MN
,44.533,-92.346,FRON,Frontenac State Park,SP,Frontenac,MN
,43.792,-95.493,FURY,Fury Island Co Park,CP,Fulda,MN
,46.405,-92.44,GARF,Garfvert - Nemadji State Forest,SF,Nickerson,MN
,44.263,-95.746,GARV,Garvin County Park,CP,Garvin,MN
,47.505,-91.108,GEOR,George Crosby - Manitou State Park,SP,Silver Bay,MN
,48.77,-96.932,GILB,Gilbert Olson Park,CP,Hallock,MN
,44.463,-94.995,GILF,Gilfillan Estate,CP,Morgan,MN
,45.541,-95.53,GLAC,Glacial Lakes State Park,SP,Starbuck,MN
,46.312,-95.678,GLEN,Glendalough State Park,SP,Battle Lake,MN
,47.144,-91.467,GOOS,Gooseberry Falls State Park,SP,Two Harbors,MN
,47.746,-90.345,GRAM,Grand Marais City RV Park,CP,Grand Marais,MN
,43.939,-91.409,GREA,Great River Bluffs State Park,SP,Winona,MN
,46.634,-94.039,GREE,Greer Lake - Crow Wing State Forest,SF,Crosby,MN
,48.302,-95.623,GRYG,Grygla Camping Area,CP,Grygla,MN
,47.16,-94.834,GULC,Gulch Lake - Paul Bunyan State Forest,SF,Laporte,MN
,46.411,-94.353,GULL,Gull Lake Recreation Area,COE,Brainerd,MN
,48.661,-96.601,HALM,Halma City Park,CP,Halma,MN
,43.558,-92.007,HARM,Harmony City Camping,CP,Harmony,MN
,47.663,-91.125,HARR,Harriet Lake,NF,Isabella,MN
,46.951,-93.206,HAYL,Hay Lake  - Savanna State Forest,SF,Jacobson,MN
,48.634,-95.539,HAYE,Hayes Lake State Park,SP,Roseau,MN
,47.283,-96.275,HEIB,Heiberg Park,CP,Twin Valley,MN
,47.269,-96.792,HEND,Hendrum Community Park,CP,Hendrum,MN
,47.663,-92.193,HERI,Heritage City Park,CP,Embarrass,MN
,44.877,-92.24,HIGH,Highland Ridge - Eau Galle Reservoir,COE,,MN
,46.993,-93.591,HILL,Hill Lake City Park,CP,Hill City,MN
,45.608,-95.529,HOBO,Hobo Park - Starbuck,CP,Starbuck,MN
,44.471,-92.291,HOKS,Hok Si La City Park,CP,Lake City,MN
,44.265,-96.303,HOLE,Hole in the Mountain County Park,CP,Lake Benton,MN
,48.204,-96.761,HOLI,Holiday City Park - Warren,CP,Warren,MN
,48.292,-96.193,HOLT,Holt Park,CP,Holt,MN
,47.819,-92.299,HOOD,Hoodoo Point City Campground,CP,Tower,MN
,44.263,-96.302,HORS,Horse Hill Co Park,CP,Lake Benton,MN
,48.777,-96.942,HORP,Horseshoe Park,CP,Hallock,MN
,43.766,-91.572,HOUS,Houston Nature Center,CP,Houston,MN
,47.06,-95.183,HUNG,Hungryman Lake- Two Inlets State Forest,SF,Park Rapids,MN
,46.739,-94.928,HUNT,Huntersville Forest Landing - Huntersville State Forest,SF,Huntersville,MN
,46.768,-94.905,HUNT,Huntersville Township,CP,Huntersville,MN
,47.273,-91.847,INDI,Indian Lake - Cloquet Valley State Forest,SF,Two Harbors,MN
,46.722,-92.185,INDI,Indian Point City Campground,CP,Duluth,MN
,45.395,-92.668,INTM,Interstate State Park,SP,Taylors Falls,MN
,48.068,-90.615,IRON,Iron Lake,NF,Grand Marais,MN
,45.574,-93.192,ISAN,Isanti County Fairgrounds,CP,Cambridge,MN
,48.337,-96.812,ISLA,Island Park - Argyle,CP,Argyle,MN
,43.859,-95.119,ISLW,Island Park - Windom,CP,Windom,MN
,43.944,-94.939,ISLV,Island View - Mountain Lake,CP,Mountain Lake,MN
,47.248,-93.523,ITAS,Itasca County Fairgrounds,CP,Grand Rapids,MN
,47.234,-95.197,ITAS,Itasca State Park,SP,Park Rapids,MN
,47.009,-93.274,JACO,Jacobson County Campground,CP,Jacobson,MN
,46.655,-92.367,JAYC,Jay Cooke State Park,SP,Carlton,MN
,44.173,-91.839,JOHN,John Latsch State Park,SP,Winona,MN
,47.882,-90.082,JUDG,Judge Magney State Park,SP,Grand Marais,MN
,44.987,-94.98,KAN1,Kandiyohi County Park 1,CP,Lillian,MN
,45.01,-94.915,KAN2,Kandiyohi County Park 2,CP,Lillian,MN
,45.191,-94.863,KAN3,Kandiyohi County Park 3,CP,Kandiyohi,MN
,45.272,-94.873,KAN5,Kandiyohi County Park 5,CP,Spicer,MN
,45.325,-95.09,KAN7,Kandiyohi County Park 7,CP,New London,MN
,48.581,-96.526,KARL,Karlstad Moose Park,CP,Karlstad,MN
,47.839,-91.103,KAWI,Kawishiwi Lake,NF,Ely,MN
,43.729,-95.065,KILE,Kilen Woods State Park,SP,Lakefield,MN
,47.863,-90.226,KIMB,Kimball Lake,NF,Grand Marais,MN
,46.533,-94.819,KNOB,Knob Hill,CP,Staples,MN
,47.45,-94.484,KNUT,Knutson Dam,NF,Cass Lake,MN
,44.34,-92.076,KRUG,Kruger - Dorer Memorial Hardwood,SF,Wabasha,MN
,45.02,-95.888,LACQ,Lac Qui Parle State Park,SP,Watson,MN
,44.951,-95.728,LAGO,Lagoon Park,CP,Montevideo,MN
,44.807,-94.566,LAKE,Lake Allie Co Park,CP,Buffalo Lake,MN
,47.539,-94.826,LAKE,Lake Bemidji State Park,SP,Bemidji,MN
,48.725,-96.626,LAKR,Lake Bronson State Park,SP,Lake Bronson,MN
,44.513,-92.949,LAKB,Lake Byllesby Regional Park,CP,Cannon Falls,MN
,46,-95.336,LAKC,Lake Carlos State Park,SP,Carlos,MN
,44.981,-92.897,LAEL,Lake Elmo County Park Preserve,CP,Lake Elmo,MN
,44.118,-94.55,LAKH,Lake Hanska County Park,CP,Hanska,MN
,44.505,-96.434,LAKP,Lake Hendricks Park,CP,Hendricks,MN
,48.132,-92.297,LAKJ,Lake Jeanette,NF,Ely,MN
,45.326,-94.728,LAKK,Lake Koronis Regional Park,CP,Paynesville,MN
,43.533,-92.526,LAKL,Lake Louise State Park,SP,LeRoy,MN
,44.786,-94.377,LAKE,Lake Marion Co Park,CP,Brownton,MN
,45.106,-94.528,LAKR,Lake Ripley RV,CP,Litchfield,MN
,44.102,-95.69,LAKS,Lake Shetek State Park,SP,Currie,MN
,44.246,-95.275,LAMB,Lamberton City,CP,Lamberton,MN
,48.863,-96.798,LANC,Lancaster Park,CP,Lancaster,MN
,44.518,-94.885,LAND,Landing - Franklin City Campground,CP,Franklin,MN
,47.768,-93.418,LARS,Larson Lake ? George Washington State Forest,SF,Bigfork,MN
,44.773,-93.187,LEBA,Lebanon Hills Regional Park,CP,Apple Valley,MN
,47.245,-94.225,LEEC,Leech Lake Rec Area,COE,Walker,MN
,48.694,-96.194,LEGI,Legion Park,CP,Greenbush,MN
,43.945,-95.663,LIME,Lime Lake Co Park,CP,Avoca,MN
,48.442,-96.868,LION,Lions Club Park -  Stephen,CP,Stephen,MN
,48.144,-95.809,LION,Lions Park,CP,Goodridge,MN
,47.921,-93.62,LITT,Little American Falls,CP,Craigville,MN
,47.647,-91.423,LITT,Little Isabella River,NF,Isabella,MN
,48.4,-93.564,LOFG,Lofgren Memorial Park,CP,Little Fork,MN
,47.283,-95.312,LONG,Long Lake County Campground,CP,Shevlin,MN
,47.686,-93.407,LOST,Lost Lake ? George Washington State Forest,SF,Bigfork,MN
,46.369,-94.166,LUM,Lum City Park,CP,Brainerd,MN
,47.05,-94.072,MABE,Mabel Lake,NF,Remer,MN
,44.463,-94.789,MACK,Mack Lake Co Park,CP,Fairfax,MN
,43.646,-96.082,MAGN,Magnolia City,CP,Magnolia,MN
,43.809,-95.503,MAKA,Maka Oicu County Park,CP,Fulda,MN
,47.066,-94.937,MANT,Mantrap - Paul Bunyan State Forest,SF,Park Rapids,MN
,47.066,-94.937,MANT,Mantrap Lake - Paul Bunyan State Forest,SF,Park Rapids,MN
,46.525,-95.94,MAPL,Maplewood State Park,SP,Pelican Rapids,MN
,48.428,-96.656,MARS,Marshall County Park at Florian,CP,Stephen,MN
,44.892,-94.387,MASO,Masonic West River Park,CP,Hutchinson,MN
,44.902,-95.465,MAYN,Maynard Lions Park,CP,Maynard,MN
,47.67,-93.031,MCCA,McCarthy Beach State Park,SP,Side Lake,MN
,47.639,-91.535,MCDO,Mcdougal Lake,NF,Isabella,MN
,48.054,-90.059,MCFA,McFarland Lake - Grand Portage State Forest,SF,Grand Marais,MN
,47.638,-95.882,MCIN,McIntosh City Park,CP,McIntosh,MN
,47.827,-92.273,MCKI,McKinley City Park,CP,Soudan,MN
,46.742,-95.102,MEMF,Memorial Forest Park - Menahga,CP,Menahga,MN
,44.802,-95.541,MEMO,Memorial Park - Granite Falls, ,Granite Falls,MN
,44.776,-95.007,MEMP,Memorial Park - Olivia,CP,Olivia,MN
,47.701,-96.142,MENT,Mentor City Park,CP,Mentor,MN
,48.434,-96.166,MIDD,Middle River Park,CP,Middle River,MN
,46.135,-93.761,MILL,Mille Lacs Kathio State Park,SP,Onamia,MN
,44.159,-94.087,MINN,Minneopa State Park,SP,Mankato,MN
,44.647,-93.718,MINS,Minnesota Valley Rec Area,SP,Jordan,MN
,45.321,-95.275,MONS,Monson Lake State Park,SP,Sunburg,MN
,47.394,-93.672,MOOL,Moose Lake - Bowstring State Forest,SF,Deer River,MN
,46.453,-92.757,MOCP,Moose Lake City Park,CP,Moose Lake,MN
,46.436,-92.736,MOOS,Moose Lake State Park,SP,Moose Lake,MN
,47.518,-94.048,MOSO,Mosomo Point,NF,Deer River,MN
,43.637,-93.309,MYR 2.00,Myre  Big Island State Park 2,SP,Albert Lea,MN
,43.624,-93.289,MYR 1.00,Myre Big Island State Park 1,SP,Albert Lea,MN
,44.342,-93.108,NERS,Nerstrand Big Woods State Park,SP,Nerstrand,MN
,48.352,-96.325,NEWF,Newfolden City Park,CP,Newfolden,MN
,45.767,-96.079,NIEM,Niemackl Lake Park,CP,Herman,MN
,47.58,-91.073,NINE,Ninemile Lake,NF,Schroeder,MN
,47.755,-93.968,NOMA,Noma Lake,NF,Bigfork,MN
,47.845,-95.858,NORO,North - Oklee City Park,CP,Oklee,MN
,44.797,-95.806,NORC,North Park - Clarkfield,CP,Clarkfield,MN
,43.558,-92.007,NORH,North Park - Harmony,CP,Harmony,MN
,47.557,-93.652,NORT,North Star,NF,Marcell,MN
,48.452,-96.882,NORA,Northwest Acres,CP,Stephen,MN
,47.38,-94.516,NORW,Norway Beach,NF,Cass Lake,MN
,44.288,-96.261,NORW,Norwegian Creek Co Park,CP,Lake Benton,MN
,44.759,-94.161,OAKL,Oak Leaf Park,CP,Glencoe,MN
,47.871,-96.416,OLDT,Old Crossing Treaty Park,CP,Red Lake Falls,MN
,48.362,-96.571,OLDM,Old Mill State Park,SP,Argyle,MN
,45.702,-92.872,OLDR,Old Railroad Bridge - St. Croix National Scenic River,NP,Rush City,MN
,46.424,-94.831,OLDW,Old Wadena County Park,CP,Staples,MN
,43.608,-95.635,OLSO,Olson City Park,CP,Worthington,MN
,47.511,-94.044,ONEG,Onegume,NF,Deer River,MN
,44.686,-95.809,ORAA,Oraas Co Park,CP,Granite Falls,MN
,44.168,-92.54,ORON,Oronoco City Park,CP,Oronoco,MN
,48.193,-97.131,OSLO,Oslo City Park,CP,Oslo,MN
,47.679,-93.394,OWEN,Owen Lake ? George Washington State Forest,SF,Bigfork,MN
,44.084,-92.652,OXBO,Oxbow County Park,CP,Byron,MN
,45.95,-92.574,STCR,Paint Rock Springs - St. Croix State Park,SP,Hinckley,MN
,48.654,-96.358,PELA,Pelan Pioneer Park,CP,Greenbush,MN
,43.784,-91.834,PETE,Peterson City RV Park,CP,Peterson,MN
,47.752,-92.474,PFEI,Pfeiffer Lake,NF,Tower,MN
,44.405,-96.349,PICN,Picnic Point Park,CP,Lake Benton,MN
,44.976,-94.419,PIEP,Piepenburg Co Park,CP,Hutchinson,MN
,45.978,-94.091,PIER,Pierz Park,CP,Pierz,MN
,43.641,-93.731,PIHL,Pihls County Park,CP,Wells,MN
,43.711,-92.54,PINL,Pine Lawn Park,CP,Grand Meadow,MN
,47.732,-94.587,PINT,Pine Tree Park,CP,Blackduck,MN
,47.439,-94.055,LAKW,Plug Hat Point,NF,Deer River,MN
,44.209,-95.498,PLUC,Plum Creek Co Park,CP,Walnut Grove,MN
,47.911,-96.039,PLUM,Plummer Park,CP,Plummer,MN
,47.251,-93.586,POKE,Pokegama Rec Area,COE,Grand Rapids,MN
,47.656,-96.176,POLK,Polk County Park,CP,Mentor,MN
,44.209,-92.481,POND,Ponderosa,CP,Mazeppa,MN
,44.075,-91.675,PRAI,Prairie Island City Campground,CP,Winona,MN
,44.092,-94.11,RAPI,Rapidan Dam Co Park,CP,Mankato,MN
,47.932,-97.031,REDR,Red River State Park,SP,East Grand Forks,MN
,45.17,-93.082,RICE,Rice Creek Chain of Lakes Regional Park,CP,Coon Rapids,MN
,44.092,-93.064,RICE,Rice Lake State Park,SP,Owatonna,MN
,45.572,-93.579,RIVP,Riverside City Park - Princeton,CP,Princeton,MN
,47.887,-96.275,RIVE,Riverside Park - Red Lake Falls,CP,Red Lake Falls,MN
,44.322,-93.952,RIVO,Riverside Park - St Peter,CP,Ortonville,MN
,45.952,-92.567,BOUL,Riverview - St. Croix State Park,SP,Hinckley,MN
,43.527,-95.101,ROBE,Robertson Co Park,CP,Jackson,MN
,46.428,-94.484,ROCK,Rock Lake - Pillsbury State Forest,SF,Pillager,MN
,43.871,-96.14,ROCK,Rock River City Park,CP,Edgerton,MN
,46.674,-94.109,RONA,Ronald Cloutier - Cross Lake,COE,Crosslake,MN
,48.835,-95.75,ROSE,Roseau City Park,CP,Roseau,MN
,44.237,-94.974,ROTH,Rothenburg City Park,CP,Springfield,MN
,46.479,-96.281,ROTH,Rothsay City Park,CP,Rothsay,MN
,44.205,-95.13,SAIL,Sailors and Soldiers Memorial Park,CP,Sandborn,MN
,44.22,-93.538,SAKA,Sakatah Lake State Park,SP,Waterville,MN
,46.788,-93.325,SANL,Sandy Lake Rec Area,COE,McGregor,MN
,43.715,-95.236,SAND,Sandy Point Co Park,CP,Jackson,MN
,45.675,-94.807,SAUK,Sauk River City Park,CP,Melrose,MN
,46.826,-93.149,SAVA,Savanna Portage State Park,SP,McGregor,MN
,47.866,-90.887,SAWB,Sawbill Lake,NF,Tofte,MN
,47.715,-93.57,SCEN,Scenic State Park,SP,Bigfork,MN
,47.224,-93.803,SCHO,Schoolcraft State Park,SP,Calumet,MN
,45.284,-94.068,SCHR,Schroeder County Park,CP,Annandale,MN
,43.86,-95.601,SEVE,Seven Mile Lake Co Park,CP,Fulda,MN
,46.792,-94.947,SHEL,Shell City Landing - Huntersville State Forest,SF,Menagha,MN
,46.57,-96.074,SHER,Sherin Memorial City Campground,CP,Pelican Rapids,MN
,47.484,-92.464,SHRW,Sherwood Forest City Campground,CP,Gilbert,MN
,45.316,-95.04,SIBL,Sibley State Park,SP,New London,MN
,45.74,-94.958,SINC,Sinclair Lewis City Campground,CP,Sauk Centre,MN
,47.311,-94.125,SIXM,Six Mile,CP,Bena,MN
,44.736,-95.419,SKAL,Skalbekken Co Park,CP,Renville,MN
,45.822,-92.78,SNAK,Snake River - Chengwatana State Forest,SF,Pine City,MN
,46.186,-93.277,SNAR,Snake River City Campground,CP,McGrath,MN
,44.083,-95.384,SOUT,South Dutch Charlie Creek,CP,Westbrook,MN
,47.816,-91.732,SOUK,South Kawishiwi River,NF,Ely,MN
,47.33,-94.588,SOUP,South Pike Bay,NF,Cass Lake,MN
,46.727,-92.465,SPAF,Spafford City Park,CP,Cloquet,MN
,46.715,-92.223,SPIR,Spirit Mountain City Campground,CP,Duluth,MN
,43.898,-96.364,SPLC,Split Rock Creek State Park,SP,Jasper,MN
,47.202,-91.376,SPLR,Split Rock Lighthouse State Park,SP,Two Harbors,MN
,47.891,-96.283,SPOR,Sportsman Park - Red Lake Falls,CP,Red Lake Falls,MN
,44.31,-94.728,SPOS,Sportsman Park - Sleepy Eye,CP,Sleepy Eye,MN
,43.557,-91.644,SPRI,Spring Grove City Park,CP,Spring Grove,MN
,47.512,-95.637,SPRI,Spring Lake Park,CP,Lengby,MN
,44.802,-92.798,STCB,St. Croix Bluffs Regional Park,CP,Hastings,MN
,48.01,-96.21,STHI,St. Hilaire City Park,CP,St Hilaire,MN
,43.974,-94.64,STJA,St. James Municipal,CP,St. James,MN
,44.694,-96.299,STON,Stone Hill Regional Park,CP,Canby,MN
,47.137,-94.456,STOP,Stony Point,NF,Walker,MN
,48.537,-96.17,STRA,Strathcona City Park,CP,Strathcona,MN
,47.497,-92.78,STUB,Stubler Beach,CP,Buhl,MN
,47.382,-91.669,SULL,Sullivan Lake ? Finland State Forest,SF,Two Harbors,MN
,46.439,-95.12,SUNN,Sunnybrook Park,CP,Wadena,MN
,44.167,-95.94,SWEN,Swensons Park,CP,Balaton,MN
,45.4,-95.42,SWIF,Swift Falls Co Park,CP,Glenwood,MN
,44.246,-95.605,SWIF,Swift Lake Park,CP,Tracy,MN
,43.718,-91.976,SYLV,Sylvan City Park,CP,Lanesboro,MN
,43.864,-95.459,TALC,Talcot Lake Co Park,CP,Dundee,MN
,47.444,-94.121,TAMA,Tamarack Point,NF,Bena,MN
,47.719,-90.88,TEMP,Temperance River,NF,Silver Bay,MN
,47.556,-91.872,TEMR,Temperance State Park,SP,,MN
,47.344,-91.208,TETT,Tettegouche State Park,SP,Silver Bay,MN
,48.11,-96.186,THIE,Thief River Falls Tourist Park,CP,,MN
,47.8,-93.238,THIS,Thistledew ? George Washington State Forest,SF,Togo,MN
,47.628,-95.639,TILB,Tilberg County Park,CP,Fosston,MN
,48.719,-94.601,TIMB,Timber Mill RV Park,CP,Baudette,MN
,44.696,-95.521,TIMM,Timm County Park,CP,Granite Falls,MN
,45.999,-95.887,TIPS,Tipsinah Mounds City Park,CP,Elbow Lake,MN
,47.713,-90.954,TOOH,Toohey Lake,NF,Schroeder,MN
,48.159,-90.898,TRAI,Trails End,NF,Grand Marais,MN
,45.665,-96.783,TRAV,Traverse Co Park,CP,Browns Valley,MN
,43.825,-94.432,TRUM,Truman City Park,CP,Truman,MN
,47.879,-90.446,TWOL,Two Island Lake,NF,Grand Marais,MN
,45.887,-95.158,TWOM,Two Mile Trailer Park and Campground,CP,Osakis,MN
,44.731,-95.435,UPPE,Upper Sioux Agency State Park,SP,Granite Falls,MN
,47.531,-92.327,VERM,Vermilion Trail,CP,Biwabik,MN
,45.208,-92.875,VETE,Veterans Campground - Big Marine Lake,CP,Hugo,MN
,44.926,-96.056,VETD,Veterans Park - Dawson,CP,Dawson,MN
,47.912,-96.049,VETP,Veterans Park - Plummer,CP,Plummer,MN
,44.658,-95.232,VICK,Vicksburg Co Park,CP,Renville,MN
,43.963,-94.804,VOSS,Voss Park City Campground,CP,Butterfield,MN
,46.661,-96.408,WAGN,Wagner Park,CP,Barnesville,MN
,47.898,-92.591,WAKE,Wakemup Bay - Kabetogama State Forest,SF,Cook,MN
,47.387,-94.507,WANA,Wanaki,NF,Cass Lake,MN
,47.138,-93.3,WARB,Warba American Legion,CP,Warba,MN
,48.909,-95.307,WARR,Warroad City Campground,CP,Warroad,MN
,46.85,-93.98,WASH,Washburn Lake - Land OLakes State Forest,SF,Outing,MN
,48.166,-94.51,WASH,Washkish Park,CP,Washkish,MN
,44.041,-94.422,WATO,Watona City Park,CP,Madelia,MN
,47.603,-94.509,WEBS,Webster Lake,NF,Blackduck,MN
,46.265,-96.596,WELL,Welles Memorial Park,CP,Breckenridge,MN
,44.153,-95.78,WESS,West Lake Sarah County Park,CP,Garvin,MN
,47.524,-94.102,WEST,West Seelye Bay,NF,Deer River,MN
,47.491,-92.665,WEST,West Two River,CP,Mountain Iron,MN
,47.332,-92.144,WHIF,Whiteface Reservoir,NF,Hoyt Lakes,MN
,44.063,-92.043,WHIT,Whitewater State Park,SP,Altura,MN
,45.537,-92.736,WILD,Wild River State Park,SP,Center City,MN
,43.687,-91.273,WILD,Wildcat Park and Landing,CP,Brownsville,MN
,45.224,-92.764,WILO,William OBrien State Park,SP,Marine on St. Croix,MN
,48.772,-94.958,WILL,Williams City Park,CP,Williams,MN
,47.504,-94.063,WILN,Williams Narrows,NF,Bena,MN
,46.328,-92.826,WILL,Willow River - Gen Andrews State Forest,SF,Willow River,MN
,47.426,-94.32,WINN,Winnie,NF,Cass Lake,MN
,47.43,-94.048,WIND,Winnie Dam,NF,Deer River,MN
,46.813,-95.363,WOLF,Wolf Lake City Campground,CP,Wolf Lake,MN
,48.483,-93.058,WOOD,Woodenfrog - Kabetogama State Forest,SF,Kabetogama Lake,MN
,43.534,-94.111,WOOD,Woods Lake Co Park,CP,Elmore,MN
,48.861,-94.839,ZIPP,Zippel Bay State Park,SP,Williams,MN
,44.3,-92.675,ZUMB,Zumbrota Covered Bridge Park,CP,Zumbrota,MN
,37.376,-91.562,AKER,Akers,NP,Salem,MO
,37.147,-91.448,ALLE,Alley Spring - Ozark National Scenic River,NP,Eminence,MO
,39.063,-92.946,ARRO,Arrow Rock State Park,SP,Blackwater,MO
,36.672,-93.46,AUNT,Aunts Creek - Table Rock Lake,COE,Kimberling City,MO
,38.618,-90.689,BABL,Babler Memorial State Park,SP,Wildwood,MO
,40.588,-91.706,BATT,Battle of Athens State Park,SP,Athens,MO
,36.568,-93.498,BAXT,Baxter - Table Rock Lake,COE,Lampe,MO
,36.641,-93.047,BEAV,Beaver Creek,COE,Forsyth,MO
,37.738,-92.859,BENN,Bennett Spring State Park,SP,Lebanon,MO
,38.212,-93.507,BERB,Berry Bend - Harry S. Truman Lake,COE,Warsaw,MO
,37.931,-91.062,BERM,Berryman,NF,Potosi,MO
,36.618,-93.568,BIGB,Big Bay - Table Rock Lake,NF,Shell Knob,MO
,40.086,-95.342,BIGL,Big Lake State Park,SP,Craig,MO
,36.558,-93.678,BIGM,Big M - Table Rock Lake,COE,Cassville,MO
,37.004,-90.996,BIGS,Big Spring - Ozark National Scenic River,NP,Van Buren,MO
,38.59,-92.304,BIND,Binder Park,CP,Jefferson City,MO
,39.005,-94.351,BLUE,Blue Springs County Campground,CP,Blue Springs,MO
,37.181,-90.79,BLUF,Bluff View - Clearwater Lake,COE,Piedmont,MO
,39.456,-93.525,BOGA,Bogard City Park,CP,Bogard,MO
,39.473,-93.328,BOSW,Bosworth City Park,CP,Bosworth,MO
,36.635,-93.217,BRAN,Branson City Campground,CP,Branson,MO
,39.762,-93.063,BROO,Brookfield City Park,CP,Brookfield,MO
,36.49,-92.796,BUCK,Buck Creek,COE,Protem,MO
,38.249,-93.6,BUCS,Bucksaw - Harry S. Truman Lake,COE,Tightwad,MO
,39.412,-94.521,CAMP,Camp Branch County Campground,CP,Smithville,MO
,36.909,-93.079,CAMR,Camp Ridge,NF,Chadwick,MO
,36.598,-93.555,CAMB,Campbell Point - Table Rock Lake,COE,Shell Knob,MO
,40.138,-91.516,CANC,Canton City River Park,CP,Canton,MO
,36.722,-93.53,CAPE,Cape Fair - Table Rock Lake,COE,Cape Fair,MO
,39.365,-93.485,CARR,Carrollton City Park,CP,Carrollton,MO
,37.578,-93.692,CEDA,Cedar Ridge - Stockton Lake,COE,Stockton,MO
,38.681,-91.773,CHAM,Chamois Access - MDC,SFW,Chamois,MO
,36.972,-90.358,CHAO,Chaonia/Snow Creek - Lake Wappapello,COE,Poplar Bluff,MO
,36.892,-93.1,COBB,Cobb Ridge,NF,Chadwick,MO
,37.724,-90.937,COUN,Council Bluff - Wild Boar Ridge,NF,Belgrade,MO
,36.566,-93.391,COWC,Cow Creek,COE,Blue Eye,MO
,37.671,-93.745,CRAB,Crabtree Cove - Stockton Lake,COE,Stockton,MO
,36.483,-93.301,CRIC,Cricket Creek, ,Omaha,MO
,40.09,-93.671,CROW,Crowder State Park,SP,Trenton,MO
,39.391,-94.516,CROS,Crows Creek County Campground,CP,Smithville,MO
,39.031,-90.916,CUIV,Cuivre River State Park,SP,Troy 6,MO
,37.901,-93.312,DAMS,Damsite - Pomme de Terre Lake,COE,Hermitage,MO
,36.675,-90.887,DEER,Deer Leap,NF,Doniphan,MO
,36.555,-89.411,DONA,Donaldson Point Conservation Area - MDC,SFW,New Madrid,MO
,36.553,-93.108,DRUR,Drury-Mincy Conservation Area - MDC,SFW,Mincy,MO
,38.785,-92.126,DRYF,Dry Fork,NF,Fulton,MO
,39.551,-91.161,DUPO,Dupont Reservation Conservation Area - MDC,SFW,Ashburn,MO
,36.937,-90.278,EAGL,Eagle Point Rec Area - Lake Wappapello,COE,Wappapello,MO
,36.529,-93.729,EAGL,Eagle Rock - Table Rock Lake,COE,Eagle Rock,MO
,38.529,-93.511,FARC,Farrington City Park,CP,Windsor,MO
,39.077,-92.33,FING,Finger Lakes State Park,SP,Columbia,MO
,36.669,-90.868,FLOA,Float Camp,NF,Doniphan,MO
,39.536,-91.648,FRAN,Frank Russell,COE,Perry,MO
,37.076,-89.609,GENW,General Watkins Conservation Area - MDC,SFW,Benton,MO
,38.909,-91.576,GRAH,Graham Cave State Park,SP,Montgomery Cit,MO
,37.098,-90.454,GREE,Greenville - Lake Wappapello,COE,Greenville,MO
,36.794,-91.329,GRER,Greer Crossing,NF,Alton,MO
,39.746,-94.04,HAMI,Hamilton City Lake,CP,Hamilton,MO
,40.393,-94.086,HARR,Harrison County Lake,CP,Bethany,MO
,38.281,-93.449,HARR,Harry S Truman State Park,SP,Warsaw,MO
,37.596,-93.787,HAWK,Hawker Point - Stockton Lake,COE,Stockton,MO
,37.834,-90.241,HAWN,Hawn State Park,SP,Ste. Genevieve,MO
,37.838,-91.017,HAZE,Hazel Creek, ,,MO
,38.699,-91.44,HERM,Hermann City RV Park,CP,Hermann,MO
,39.429,-93.134,HERR,Herring Memorial Park - Brunswick,CP,Brunswick,MO
,36.49,-92.773,HIG1,Highway 125, ,Peel,MO
,37.326,-90.768,HIGK,Highway K - Clearwater Lake,COE,Annapolis,MO
,39.535,-91.732,INDI,Indian Creek,COE,Monroe City,MO
,36.632,-93.346,INDP,Indian Point - Table Rock Lake,COE,,MO
,37.23,-91.31,JERK,Jerktail Landing,CP,Eminence,MO
,36.606,-93.472,JOEB,Joe Bald - Table Rock Lake,COE,Kimberling City,MO
,37.549,-90.849,JOHN,Johnsons Shut-Ins State Park,SP,Lesterville,MO
,39.01,-92.751,KATY,Katy Roundhouse Campground,CP,New Franklin,MO
,38.58,-90.835,KLON,Klondike County Park,CP,St Charles,MO
,38.753,-93.577,KNOB,Knob Noster State Park,SP,Knob Noster,MO
,37.282,-89.847,LAKE,Lake Girardeau Conservation Area - MDC,SFW,Jackson,MO
,38.952,-94.334,LAKJ,Lake Jacomo - Fleming Park,CP,Lees Summit,MO
,38.091,-92.608,LAKE,Lake of the Ozarks Military,MIL,Linn Creek,MO
